,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
4857,mdp.39076006594191,1973,1973,1934,,bio,,,male,"Collins, Jim,",Women artists in America;
4858,mdp.39015056504171,1973,1973,1937,,poe,,,male,"McKeown, Tom,",The luminous revolver
4859,mdp.39015052547810,1973,1973,1938,,poe,,,unknown,"Costanzo, Gerald.",South moccasin
4860,mdp.39015055109345,1973,1973,1925,,poe,,,male,"Stern, Gerald,",Rejoicings
4861,pst.000045341700,1973,1973,1938,,poe,,,unknown,"Angelou, Maya.",Just give me a cool drink of water 'fore I diiie
4862,mdp.39015020705599,1973,1973,1904,,poe,,,male,"Neruda, Pablo,",Incitement to Nixonicide and praise for the Chilean revolution
4863,mdp.39015052547828,1973,1973,1938,,poe,,,unknown,"Turco, Lewis.",The weed garden
4864,mdp.39015004127125,1973,1973,1938,,poe,,,unknown,"Congdon, Kirby.",Black sun
4865,mdp.39076002947351,1973,1973,1938,,poe,,,unknown,"Boyajian, Aram.",The man who wrote the world's longest haiku
4866,mdp.39015027246092,1974,1974,1939,,fic,,,unknown,"Blume, Judy.",Deenie
4867,mdp.39015061148824,1974,1974,1929,,fic,,,unknown,"Li, Xintian,",Bright red star
4868,mdp.39015005588895,1974,1974,1923,,fic,,,male,"Sabatier, Robert,",Three mint lollipops
4869,mdp.39015030038924,1974,1974,1939,,fic,,,unknown,"Wilding, Michael.",Living together
4870,mdp.49015001236059,1974,1974,1885,,fic,,,male,"Dinesen, Isak,",Anecdotes of destiny
4871,mdp.39015021277242,1974,1974,1939,,fic,,,unknown,"Lawrence, Herbert.",The contemplative man
4872,mdp.39015035325425,1974,1974,1915,,fic,,,male,"Macdonald, Ross,",Great stories of suspense
4873,uc1.b4421500,1974,1974,1926,,fic,,,male,"Buechner, Frederick,",Love feast
4874,uc1.b4251402,1974,1974,1939,,bio,copy 2,,male,"Wilcox, John T.",Truth and value in Nietzsche;
4875,uc1.b3545445,1974,1974,1917,,bio,,,unknown,"Alworth, E. Paul,",Will Rogers
4876,mdp.39015004770205,1974,1974,1939,,bio,,,male,"Hansberry, William Leo.",Pillars in Ethiopian history
4877,mdp.39015002982729,1974,1974,1939,,bio,,,male,"Dunleavy, Gareth W.",Douglas Hyde
4878,mdp.39015008981691,1974,1974,1939,,bio,,,andy,"Sima, Qian,",War-lords
4879,inu.30000010408908,1974,1974,1939,,bio,pt.1,,unknown,"Hargevik, Stieg.",The disputed assignment of Memoirs of an English officer to Daniel Defoe
4880,mdp.39015005234508,1974,1974,1938,,bio,,,female,"Forster, Margaret,",The rash adventurer;
4881,mdp.39015001661415,1974,1974,1939,,bio,,,unknown,"Macpherson, Fergus.",Kenneth Kaunda of Zambia
4882,mdp.39015055109261,1974,1974,1870,,poe,,,male,"Thatcher, Maurice Hudson,",Autobiography in poetry
4883,mdp.39076002948003,1974,1974,1939,,poe,,,unknown,"Chantikian, Kosrof.",Imaginations & self-discoveries
4884,mdp.39015050725855,1974,1974,1924,,poe,,,male,"Peters, Robert,","Bronchial tangle, heart system"
4885,inu.30000081175857,1974,1974,1940,,poe,,,male,"Anderson, Jon,",In sepia
4886,mdp.39015063183688,1974,1974,1940,,poe,,,unknown,"Morales, Arqueles,",Peace has yet to be won
4887,mdp.49015000565706,1975,1975,1920,,fic,,,mostly_male,"Bradbury, Ray,",Dandelion wine
4888,mdp.39015066195192,1975,1975,1940,,fic,,,male,"Heygate, William Edward.",William Blake
4889,uc1.b4381881,1975,1975,1901,,fic,,,unknown,"Guthrie, A. B. (Alfred Bertram),",The last valley
4890,mdp.39015066688816,1975,1975,1911,,fic,,,male,"Smith, George O. (George Oliver),",Venus Equilateral
4891,mdp.39015074296792,1975,1975,1939,,fic,,,male,"Crumley, James,",The wrong case
4892,mdp.39015012409218,1975,1975,1939,,fic,,,female,"Drabble, Margaret,",The realms of gold
4893,mdp.39015003963587,1975,1975,1937,,fic,,,male,"Brody, Alan,",Coming to
4894,mdp.39015030850708,1975,1975,1940,,fic,,,unknown,"Brennan, Anthony.",The crazy house
4895,mdp.39015003939975,1975,1975,1940,,fic,,,unknown,"Lambert, Gavin.",The dangerous edge
4896,mdp.49015002828235,1975,1975,1921,,fic,,,male,"Ekwensi, Cyprian,",Jagua Nana
4897,mdp.39015004877596,1975,1975,1940,,fic,,,unknown,"Bannon, Ann.",I am a woman
4898,mdp.39015000594997,1975,1975,1931,,bio,,,male,"Bruccoli, Matthew J. (Matthew Joseph),",The O'Hara concern
4899,mdp.39015008517917,1975,1975,1940,,bio,,,unknown,"Bryant, Traphes.",Dog days at the White House
4900,mdp.39015060615963,1975,1975,1940,,bio,,,male,"Pardoe, Frank Ernest.",John Baskerville of Birmingham
4901,mdp.39015002801747,1975,1975,1940,,bio,,,unknown,"O'Connor, Len.",Clout--Mayor Daley and his city
4902,mdp.39015006741139,1975,1975,1940,,bio,,,unknown,"Vergo, Peter.",Art in Vienna 1898-1918
4903,mdp.39015051420480,1975,1975,1940,,bio,,,unknown,"Gray, Edwyn.",The Devil's device
4904,mdp.39015023907531,1975,1975,1901,,bio,v.1,,unknown,"Furnas, Sparkle Moore,","Memorial biographic record of Clifford Cook Furnas, October 24, 1900-April 27, 1969"
4905,mdp.39015046869163,1975,1975,1940,,bio,,,unknown,"Davis, Burke.",George Washington and the American Revolution
4906,mdp.39015011540864,1975,1975,1940,,bio,,,unknown,"Marlow, Joyce.",The uncrowned queen of Ireland
4907,mdp.39015013262681,1975,1975,1929,,bio,,,male,"Maas, Peter,",King of the gypsies
4908,mdp.39015008545280,1975,1975,1931,,bio,,,male,"Winton, John,",Sir Walter Ralegh
4909,uc1.b3937055,1975,1975,1918,,bio,,,unknown,"Fauja Singh,",Guru Tegh Bahadur
4910,uc1.b3987723,1975,1975,1925,,poe,,,unknown,"Tikku, Girdhari L.,",Nineteen & ten
4911,mdp.39015055437399,1975,1975,1940,,poe,,,unknown,"Moreno, Leonides.",Of stone and tears
4912,mdp.39015056812814,1975,1975,1940,,poe,,,unknown,"Miller, Calvin.",The singer
4913,mdp.39015011356030,1975,1975,1940,,poe,,,unknown,"Gustafson, Jim.",Bright eyes talks crazy to Rembrandt
4914,mdp.39015057610019,1975,1975,1924,,poe,,,male,"Morey, Frederick L.,",The golden zero
4915,mdp.39015055165602,1975,1975,1937,,poe,,,female,"McNeil, Florence,",Emily
4916,mdp.39015055108784,1975,1975,1940,,poe,,,male,"Roberts, Kevin,",West country
4917,mdp.39015009133763,1975,1975,1948,,poe,,,female,"White, Paulette Childress,",Love poem to a Black junkie
4918,mdp.39015005200582,1976,1976,1941,,fic,,,male,"Goodall, John S.",An Edwardian summer
4919,uc1.b3462068,1976,1976,1929,,fic,,,male,"Lawson, William,",Zeppelin coming down
4920,mdp.39076005676908,1976,1976,1929,,fic,,,female,"Le Guin, Ursula K.,",The water is wide
4921,mdp.39015027001984,1976,1976,1941,,bio,,,unknown,M. R. T.,My reminiscences of Quaid-i-Azam
4922,mdp.39015028063132,1976,1976,1941,,bio,,,unknown,"Larkins, John.",Sheilas
4923,mdp.39015009090211,1976,1976,1920,,bio,,,female,"Crosland, Margaret,",Women of iron and velvet
4924,uc1.32106002047022,1976,1976,1941,,bio,,,unknown,"Tooker, Dan.",Fiction!
4925,mdp.39015056890331,1976,1976,1941,,poe,,,female,"Byrd, Stephanie",25 years of malcontent
4926,mdp.39015059564834,1976,1976,1916,,poe,,,female,"Walsh, Marnie,",A taste of the knife
4927,pst.000056694130,1976,1976,1941,,poe,,,unknown,"Guhl, Dale.",Turn your dogs loose
4928,nyp.33433043126352,1976,1976,1906,,poe,,,unknown,"Senghor, Léopold Sédar,",Prose and poetry
4929,mdp.39015056890406,1976,1976,1941,,poe,,,unknown,"Voelcker, Hunce.",Within the rose
4930,mdp.39015055589462,1976,1976,1914,,poe,,,female,"Johnson, Jane,",The heart must know
4931,mdp.39015056939088,1976,1976,1941,,poe,,,unknown,"Hyde, George.",In journeyings often
4932,uc1.b4394131,1976,1976,1942,,poe,,,female,"Cardiff, Gladys,",To frighten a storm
4933,mdp.39015064814737,1976,1976,1941,,poe,,,unknown,"Behm, Richard.",Letters from a cage & other poems
4934,mdp.39015008268057,1976,1976,1941,,poe,,,male,"Norman, Howard A.",The wishing bone cycle
4935,mdp.39015056824983,1976,1976,1951,,poe,,,unknown,"Dickenson, George-Thérèse,",Striations
4936,mdp.39015072763678,1976,1976,1941,,poe,,,unknown,"Tchernine, Odette.",The singing dust
4937,mdp.39015055583218,1976,1976,1941,,poe,,,male,"Wong, Alan L.",Melody
4938,uc1.32106002172283,1977,1977,1930,,fic,,,unknown,"Gurney, A. R. (Albert Ramsdell),",Entertaining strangers
4939,mdp.39015002742321,1977,1977,1927,,fic,,,male,"Rock, Phillip,",Flickers
4940,mdp.39015000627409,1977,1977,1942,,fic,,,unknown,"Kotlowitz, Robert.",The boardwalk
4941,inu.30000114172418,1977,1977,1942,,fic,,,unknown,"Farris, John.",All heads turn when the hunt goes by
4942,mdp.39015001832776,1977,1977,1922,,fic,,,male,"Robbe-Grillet, Alain,",Topology of a phantom city
4943,mdp.39015005768562,1977,1977,1942,,bio,,,unknown,"Kramnick, Isaac.",The rage of Edmund Burke
4944,uc1.b4451726,1977,1977,1942,,bio,,,male,"Kime, Wayne R.",Pierre M. Irving and Washington Irving
4945,mdp.39015008247036,1977,1977,1912,,bio,,,male,"Sir, Joel, Asher,","Without chains, free"
4946,uc1.b3727383,1977,1977,1948,,bio,,,male,"Egremont, Max,",The cousins
4947,mdp.39015031492690,1977,1977,1942,,bio,,,unknown,"Carley, Lionel.",Delius
4948,mdp.39015016913439,1977,1977,1940,,bio,,,male,"Bochner, Jay,",Blaise Cendrars
4949,mdp.39015005771343,1977,1977,1940,,bio,,,male,"Masters, Anthony,","Rosa Lewis, an exceptional Edwardian"
4950,mdp.39015000225246,1977,1977,1918,,bio,,,male,"Bate, Walter Jackson,",Samuel Johnson
4951,mdp.39015027236689,1977,1977,1923,,bio,,,unknown,"Lyons, F. S. L. (Francis Stewart Leland),",Charles Stewart Parnell
4952,mdp.39015027954190,1977,1977,1939,,bio,,,male,"Oliver, Peter,",G. Howard Ferguson
4953,mdp.39015006793064,1977,1977,1942,,bio,,,unknown,"Swallow, Norman.",Eisenstein
4954,mdp.39015056890349,1977,1977,1942,,poe,,,unknown,"Eaddy, Felton.",Living by the sword
4955,mdp.39015063151727,1977,1977,1930,,poe,,,unknown,"Brathwaite, Kamau,",Black + blues
4956,mdp.39015063173713,1977,1977,1942,,poe,,,unknown,"Braxton, Jodi.",Sometimes I think of Maryland
4957,mdp.39015056893053,1977,1977,1942,,poe,,,male,"Penny, Robert Lynn.",Birmingham Baja
4958,mdp.39015061542075,1977,1977,1942,,poe,,,unknown,"Nemet-Nejat, Murat.",The bridge
4959,mdp.39015002750795,1977,1977,1942,,poe,,,unknown,"Ruggles, Eugene.",The lifeguard in the snow
4960,uc1.b4381472,1978,1978,1923,,fic,,,male,"Chayefsky, Paddy,",Altered states
4961,mdp.39015000545841,1978,1978,1924,,fic,,,female,"Petesch, Natalie L. M.,",Seasons such as these
4962,mdp.39015030735487,1978,1978,1943,,fic,,,unknown,"Beer, Patricia.",Moon's Ottery
4963,uc1.b4556835,1978,1978,1943,,fic,,,unknown,"Vitāna, Gunasēna.",Confessions of a young writer
4964,mdp.39015020686013,1978,1978,1943,,fic,v.2,,unknown,"Zelazny, Roger.",The chronicles of Amber
4965,mdp.39015046339944,1978,1978,1943,,fic,,,unknown,"Ellison, Harlan.",Strange wine
4966,uc1.b3484036,1978,1978,1943,,fic,,,unknown,"Cross, Eric.","Silence is golden, and other stories"
4967,uc1.$b785838,1978,1978,1943,,bio,,,male,"Carroll, Peter N.",The other Samuel Johnson
4968,mdp.39015008371448,1978,1978,1943,,bio,,,unknown,"Gillon, Philip.","Israelis & Palestinians, co-existence or"
4969,mdp.39015009061642,1978,1978,1922,,bio,,,male,"Cecchetti, Giovanni,",Giovanni Verga
4970,mdp.39015024865779,1978,1978,1943,,bio,,,unknown,"Mostel, Kate.",170 years of show business
4971,mdp.39015009383848,1978,1978,1943,,bio,,,unknown,"Seed, Geoffrey.",James Wilson
4972,uc1.32106011960744,1978,1978,1920,,bio,,,male,"Freedman, Ralph,",Hermann Hesse
4973,mdp.39015016898630,1978,1978,1943,,bio,,,unknown,"Lasson, Kenneth.",Private lives of public servants
4974,mdp.39015004892777,1978,1978,1943,,bio,,,male,"Anderson, David D.",Woodrow Wilson
4975,mdp.39015008981055,1978,1978,1943,,bio,,,male,"Allen, Paul Marshall.","Vladimir Soloviev, Russian mystic"
4976,mdp.39015018110828,1978,1978,1932,,bio,,,male,"Chilton, John,",Who's who of jazz
4977,mdp.39015002265414,1978,1978,1943,,bio,,,unknown,"Stevens, L. Robert.",Charles Darwin
4978,mdp.39015046371616,1978,1978,1943,,bio,,,unknown,"Bernstein, Hilda.",No. 46 -- Steve Biko
4979,mdp.39015007947818,1978,1978,1943,,bio,,,unknown,"Ledbetter, Gordon.",The great Irish tenor
4980,mdp.39015019185787,1978,1978,1899,,bio,,,male,"Hacker, Louis M. (Louis Morton),","Proskauer, his life and times"
4981,mdp.39015028589995,1978,1978,1943,,bio,,,unknown,"Munir, Mohammad.",Highways & bye-ways of life
4982,mdp.39015002613514,1978,1978,1943,,bio,,,female,"Garvey, Amy Jacques.",Garvey and Garveyism
4983,mdp.39015015833398,1978,1978,1943,,bio,,,unknown,"Bailey, Anthony.",Rembrandt's house
4984,mdp.39015027254799,1978,1978,1943,,bio,,,male,"Hart, Michael H.",The 100
4985,mdp.39015056463311,1978,1978,1943,,poe,,,male,"Nason, Richard W.",A modern Dunciad
4986,mdp.39015056890315,1978,1978,1943,,poe,,,male,"Abbott, Steve,",Transmuting gold
4987,mdp.39015055109857,1978,1978,1948,,poe,,,female,"Crozier, Lorna,",Crow's black joy
4988,mdp.39015002750159,1978,1978,1931,,poe,,,male,"Rothenberg, Jerome,",A Seneca journal
4989,mdp.39015054294866,1978,1978,1943,,poe,,,male,"Kyei, Kojo Gyinaye.",Ghana--the road tomorrow
4990,uc1.b3170198,1978,1978,1943,,poe,,,unknown,"Shahid, S.",The mad thoughts
4991,mdp.39015053746973,1978,1978,1943,,poe,,,unknown,"Kittobe, Jem.",Black Jesus and other poems
4992,mdp.39015057572045,1978,1978,1943,,poe,,,unknown,"Bottoms, David.",Jamming with the band at the VFW
4993,uc1.32106007305870,1979,1979,1912,,fic,,,female,"Morante, Elsa,",History
4994,mdp.39015030854163,1979,1979,1944,,fic,,,unknown,"Bannister, D. (Donald)",Sam Chard
4995,mdp.39015053400308,1979,1979,1944,,fic,,,unknown,"Kaylin, Walter.",The power forward
4996,mdp.39015014316601,1979,1979,1914,,fic,,,male,"Schmidt, Arno,",The egghead republic
4997,uc1.b4368528,1979,1979,1944,,fic,,,unknown,"Stewart, Linda.",Panic on page one
4998,mdp.39015030147493,1979,1979,1914,,fic,,,male,"Kirst, Hans Hellmut,",The affairs of the generals
4999,mdp.39015000563893,1979,1979,1909,,fic,,,male,"Ehrlich, Max,",Reincarnation in Venice
5000,mdp.39015032385885,1979,1979,1944,,fic,,,unknown,"Sillitoe, Alan.",A start in life
5001,mdp.39015002291451,1979,1979,1944,,bio,,,unknown,"Sinclair, Andrew.",John Ford
5002,mdp.39015010346032,1979,1979,1925,,bio,,,mostly_female,"Allen, Vivien,",Lady trader
5003,mdp.39015005326031,1979,1979,1944,,bio,,,unknown,"Collinson, Patrick.","Archbishop Grindal, 1519-1583"
5004,mdp.39015027325532,1979,1979,1944,,bio,,,unknown,"Aronson, Theo.",Kings over the water
5005,mdp.39015002757873,1979,1979,1915,,bio,,,male,"Sutton, William Alfred,",Carl Sandburg remembered
5006,mdp.39015001597643,1979,1979,1944,,bio,,,unknown,"Keene, Donald.",Meeting with Japan
5007,mdp.39015056890323,1979,1979,1913,,poe,,,male,"Broughton, James,",Hymns to Hermes
5008,mdp.39015053122530,1979,1979,1944,,poe,,,male,"Stroud, Drew McCord.",Lines drawn towards
5009,uc1.b4320814,1979,1979,1944,,poe,,,unknown,"Todd, Patrick.",The iron walrus
5010,mdp.39015029113928,1979,1979,1944,,poe,,,unknown,"De Hoyos, Angela.",Selected poems =
5011,mdp.39015053394519,1979,1979,1944,,poe,,,male,"Simmons, Earl M.",Eagle spree
5012,uc1.b4495443,1979,1979,1944,,poe,,,male,"Baker, Houston A.","No matter where you travel, you still be Black"
5013,mdp.39015015380515,1980,1980,1945,,fic,,,male,"Noyes, Henry H.",Hand over fist
5014,mdp.39015014498110,1980,1980,1945,,fic,,,unknown,"Rockwell, Harlow.",My kitchen
5015,mdp.49015000902800,1980,1980,1937,,fic,,,male,"Myers, Walter Dean,",The black pearl and The ghost
5016,mdp.39015008279310,1980,1980,1945,,fic,,,unknown,"Seabrooke, Brenda.",Home is where they take you in
5017,mdp.39015008905823,1980,1980,1945,,bio,,,unknown,"Bananal, Eduardo.",The men at the helm
5018,uc1.32106005135493,1980,1980,1942,,bio,,,male,"Raskin, Jonah,",My search for B. Traven
5019,uc1.b4438357,1980,1980,1945,,bio,,,male,"Smith, Elbert B.",Francis Preston Blair
5020,mdp.39015014558350,1980,1980,1939,,bio,,,male,"Böwering, Gerhard,",The mystical vision of existence in classical Islam
5021,mdp.39015004852979,1980,1980,1919,,bio,,,male,"Alpers, Antony,",The life of Katherine Mansfield
5022,mdp.39015009013445,1980,1980,1934,,bio,,,unknown,"Santha, K. S. (Kidambi Srinivasa),",Begums of Awadh
5023,mdp.39015002687633,1980,1980,1903,,bio,,,unknown,"Rowse, A. L. (Alfred Leslie),",Memories of men and women
5024,mdp.39015011927053,1980,1980,1944,,bio,,,female,"Meisel, Janet,",Barons of the Welsh frontier
5025,uc1.b4257683,1980,1980,1945,,bio,,,unknown,"Hes, Hindle S.","Jewish physicians in the Netherlands, 1600-1940"
5026,uc1.32106005093700,1980,1980,1945,,bio,,,unknown,"Alexander, Edward.",Isaac Bashevis Singer
5027,mdp.39076000815733,1980,1980,1945,,bio,,,mostly_male,"Summers, Claude J.",Christopher Isherwood
5028,mdp.39015005096618,1980,1980,1945,,bio,,,unknown,"Gold, Arthur.",Misia
5029,mdp.39015019115891,1980,1980,1945,,bio,,,male,"Beatty, Charles Robert Longfield.",Our admiral
5030,mdp.39015007889010,1980,1980,1945,,bio,,,male,"Keys, Ivor Christopher Banfield.",Mozart
5031,uc1.b4311935,1980,1980,1945,,poe,copy 2,,unknown,"Durham, Flora.",Sola
5032,mdp.39015062447878,1980,1980,1945,,poe,,,unknown,Virgil.,The eclogues of Vergil
5033,mdp.39015053538180,1980,1980,1945,,poe,,,unknown,"Mwagĩru, Makũmi.",Screams from a strangled soul
5034,inu.30000039162999,1980,1980,1945,,poe,,,unknown,"Glaberman, Martin.",The grievance
5035,mdp.39076000409081,1981,1981,1931,,fic,,,male,"Rae, John,",The third twin
5036,mdp.39076002948326,1981,1981,1946,,fic,,,unknown,"Kherdian, David.",Beyond two rivers
5037,mdp.39015025150809,1981,1981,1930,,fic,,,male,"Quirino, Joe,",Short stories around the world with Joe Quirino
5038,uc1.32106005175614,1981,1981,1921,,fic,,,male,"Bogarde, Dirk,",Voices in the garden
5039,mdp.39015051323700,1981,1981,1918,,fic,,,unknown,"Barker, A. L. (Audrey Lillian),",Life stories
5040,mdp.39015003655308,1981,1981,1946,,fic,,,unknown,"Oz, Amos.","Where the jackals howl, and other stories"
5041,mdp.39015027228454,1981,1981,1946,,fic,,,unknown,"Thrasher, Crystal.",Julie's summer
5042,mdp.39015008644257,1981,1981,1946,,fic,,,unknown,"Rabe, Berniece.",The balancing girl
5043,mdp.39015002614413,1981,1981,1946,,bio,,,male,"Moore, Jack B.",W.E.B. Du Bois
5044,mdp.39015016859632,1981,1981,1946,,bio,no.12,,female,"McGreevy, Linda F.",The life and works of Otto Dix
5045,mdp.39015001065393,1981,1981,1948,,bio,,,unknown,"Lindop, Grevel,",The opium-eater
5046,uc1.b4325349,1981,1981,1919,,bio,,,male,"Russell, John,",Erich Kleiber
5047,mdp.39015017286025,1981,1981,1946,,bio,,,unknown,"Dick, Auguste.","Emmy Noether, 1882-1935"
5048,mdp.39015008512439,1981,1981,1925,,bio,,,male,"Jacobs, Dan N. (Dan Norman),","Borodin, Stalin's man in China"
5049,mdp.39015003759373,1981,1981,1929,,bio,,,male,"Ferris, Paul,",Richard Burton
5050,mdp.39015002643867,1981,1981,1946,,bio,,,unknown,"Boyarsky, Bill.","Ronald Reagan, his life and rise to the Presidency"
5051,mdp.39015000679756,1981,1981,1946,,bio,,,male,"Fuller, Jean Overton.",Francis Bacon
5052,mdp.39015047663011,1981,1981,1946,,bio,,,male,"Bhargava, Moti Lal.",Architects of Indian freedom struggle
5053,uc1.b4456060,1981,1981,1945,,bio,,,male,"Melhado, Evan M.,","Jacob Berzelius, the emergence of his chemical system"
5054,mdp.39015027749384,1981,1981,1938,,bio,,,male,"Mohan Kumar,",Sir Tej Bahadur Sapru
5055,mdp.39015017058309,1981,1981,1946,,bio,v.1,,unknown,"Naumann, Otto.",Frans van Mieris (1635-1681) the Elder
5056,mdp.39015009134555,1981,1981,1946,,bio,,,unknown,"Hurt, Henry.","Shadrin, the spy who never came back"
5057,mdp.39015048481538,1981,1981,1946,,bio,,,unknown,"Hall, Noeline.",I have planted--
5058,mdp.39015047665321,1981,1981,1952,,bio,,,female,"Chadha, Kumkum,",The crucifixion
5059,mdp.39015008400262,1981,1981,1930,,bio,,,male,"Puryear, Edgar F.,",Stars in flight
5060,mdp.39015055165875,1981,1981,1946,,poe,,,unknown,"Longville, Tim.",Between the river and the sea
5061,mdp.39015057029582,1981,1981,1946,,poe,,,unknown,"Harris, Tyrone.",I am getting it together
5062,mdp.39015055108818,1981,1981,1946,,poe,,,unknown,"Reyto, Martin.",The cloned mammoth
5063,mdp.39015043204638,1981,1981,1954,,poe,,,unknown,"Cromartie, J. Vern,",Red sun songs
5064,mdp.49015000739483,1981,1981,1946,,poe,,,unknown,"Sanders, Ed.",The Z-D generation
5065,uc1.b4394233,1981,1981,1946,,poe,,,unknown,"Barnstone, Aliki.",Windows in Providence
5066,mdp.39015027243099,1981,1981,1946,,poe,,,unknown,"Jones, Gayl.",Song for Anninho
5067,mdp.39015059583370,1981,1981,1929,,poe,,,male,"Kenny, Maurice,",Boston Tea Party
5068,mdp.39015056939476,1981,1981,1946,,poe,,,unknown,"Cassian, Nina.",Blue apple
5069,mdp.39015008874557,1982,1982,1947,,fic,,,mostly_male,"Singh, Kit Puran.",Saraswattee
5070,mdp.49015000026113,1982,1982,1947,,fic,,,unknown,"Blue Cloud, Peter.",Elderberry flute song
5071,uc1.32106006535253,1982,1982,1910,,fic,,,male,"Grade, Chaim,",Rabbis and wives
5072,mdp.39015005067304,1982,1982,1947,,fic,,,unknown,"Guest, Judith.",Second heaven
5073,mdp.39015008459722,1982,1982,1947,,fic,,,unknown,"Welch, Denton.",In youth is pleasure
5074,mdp.39015057659545,1982,1982,1947,,fic,,,unknown,"Canan, Janine.",Shapes of self
5075,uc1.b3470525,1982,1982,1915,,fic,,,male,"Benchley, Nathaniel,",Speakeasy
5076,inu.39000001565519,1982,1982,1925,,fic,,,male,"Durrell, Gerald,",The mockery bird
5077,mdp.39015064813671,1982,1982,1947,,fic,,,unknown,"Ḥabībī, Imīl.","The secret life of Saeed, the ill-fated pessoptimist"
5078,mdp.39015010911124,1982,1982,1947,,bio,,,male,"Strozier, Charles B.",Lincoln's quest for union
5079,mdp.39015006586708,1982,1982,1905,,bio,,,unknown,"Furnas, J. C. (Joseph Chamberlain),",Fanny Kemble
5080,uc1.b4505437,1982,1982,1939,,bio,,,unknown,"Miller, Darlis A.,",The California Column in New Mexico
5081,mdp.39015042859119,1982,1982,1929,,bio,,,male,"Dempsey, Hugh Aylmer,",History in their blood
5082,mdp.39015011571331,1982,1982,1937,,bio,,,unknown,"Nashat, Guity,","The origins of modern reform in Iran,1870-80"
5083,mdp.39015008874722,1982,1982,1947,,bio,,,unknown,"Eber, Dorothy.",Genius at work
5084,uc1.b3964297,1982,1982,1947,,bio,,,unknown,"Tarling, Nicholas.","The burthen, the risk, and the glory"
5085,mdp.39015001166043,1982,1982,1947,,bio,,,unknown,"Bloch, Michael.",The Duke of Windsor's war
5086,mdp.39015001099657,1982,1982,1947,,bio,,,unknown,"O'Donoghue, Frances.",The Bishop of Botany Bay
5087,mdp.39015004304989,1982,1982,1922,,bio,,,male,"Hoopes, Roy,",Cain
5088,mdp.39015008342381,1982,1982,1947,,bio,,,male,"Murdock, Eugene Converse.",Ban Johnson
5089,mdp.39015011495200,1982,1982,1947,,bio,,,unknown,"Dunlop, Richard.","Donovan, America's master spy"
5090,mdp.39015001159105,1982,1982,1923,,bio,,,male,"Mosley, Nicholas,",Rules of the game
5091,mdp.39015006976057,1982,1982,1925,,bio,,,male,"Ghani, Abdul,",Abdus Salam
5092,mdp.39015006277993,1982,1982,1944,,bio,,,male,"Kunetka, James W.,","Oppenheimer, the years of risk"
5093,uc1.31822004854014,1982,1982,1947,,bio,,,male,"Camp, Roderic Ai","Mexican political biographies, 1935-1981"
5094,mdp.39015014064763,1982,1982,1947,,bio,,,male,"Beard, Geoffrey W.",The work of Christopher Wren
5095,uc1.b3899948,1982,1982,1951,,bio,,,unknown,"Miller, Char,","Fathers and sons, the Bingham family and the American mission"
5096,mdp.39015063156353,1982,1982,1947,,poe,,,unknown,"Walcott, Derek.",Another life
5097,mdp.39015005118172,1982,1982,1947,,poe,,,unknown,"Wakoski, Diane.",The magician's feastletters
5098,mdp.39015053121706,1982,1982,1947,,poe,,,unknown,"Cameron, Anne.",Earth witch
5099,mdp.39015056245486,1982,1982,1947,,poe,,,mostly_male,"Richmond, Lee J.",Diary of a winter fly
5100,uc1.b3301427,1982,1982,1938,,poe,,,unknown,"Patmanāpan̲, Nīla,",Surrender & other poems
5101,mdp.39015055109527,1982,1982,1927,,poe,,,male,"Smith, John,",Sucking-stones
5102,mdp.39015004713098,1982,1982,1914,,poe,,,male,"Stafford, William,",A glass face in the rain
5103,mdp.39015054303022,1982,1982,1947,,poe,,,unknown,"Brown, Allan.",This stranger wood
5104,mdp.39015006639754,1983,1983,1948,,fic,,,andy,"Wang, Meng",The butterfly and other stories
5105,mdp.39076000643713,1983,1983,1948,,fic,,,unknown,"Stretton, Barbara.",The truth of the matter
5106,uc1.b3842096,1983,1983,1921,,fic,v.3,,female,"Ćosić, Dobrica,","[This land, this time]"
5107,mdp.39015009060362,1983,1983,1948,,fic,,,unknown,"Silverberg, Robert.",Valentine Pontifex
5108,uc1.b3440821,1983,1983,1931,,fic,,,unknown,"Federspiel, Jürg,",The ballad of Typhoid Mary
5109,mdp.39015008168547,1983,1983,1924,,bio,,,male,"Rose, Kenneth,",King George V
5110,mdp.39015009441117,1983,1983,1948,,bio,,,male,"Steiner, Frederick R.",The making of an American film composer
5111,mdp.39015014552627,1983,1983,1948,,bio,,,unknown,"Browne, Alfred.",Tony Benn
5112,uc1.b4349431,1983,1983,1948,,bio,,,male,"Hanley, Thomas O'Brien.",Revolutionary statesman
5113,mdp.39015007877502,1983,1983,1948,,bio,,,female,"Rayner, Clare G.","A little-known seventeenth-century composer, Christopher Gibbons (1615-1676)"
5114,mdp.39015008463237,1983,1983,1948,,bio,,,unknown,"Clements, Harry.",Alfred Russel Wallace
5115,mdp.39015010755133,1983,1983,1948,,bio,,,unknown,"Blanch, Lesley.",Pierre Loti
5116,mdp.39015015837787,1983,1983,1944,,bio,,,male,"Pressly, William L.,",James Barry: the artist as hero
5117,mdp.39015046443464,1983,1983,1927,,bio,,,female,"Edwards, Anne,",Road to Tara
5118,uc1.b4236956,1983,1983,1948,,bio,,,unknown,"Lindsey, Robert.",The flight of the Falcon
